Leading Cancer Sites,States,Year,Age Groups,Gender,Gender Code,Count,Population,Crude Rate,Region,Age_Flag,Age_max
Breast,California,2018,25-29 years,Female,F,153.0,1508473.0,10.1,West,Young age group,29.0
Breast,California,2018,30-34 years,Female,F,398.0,1411558.0,28.2,West,Adult age group,34.0
Breast,California,2018,35-39 years,Female,F,799.0,1352266.0,59.1,West,Adult age group,39.0
Breast,California,2018,40-44 years,Female,F,1550.0,1242502.0,124.7,West,Adult age group,44.0
Breast,California,2018,45-49 years,Female,F,2371.0,1282226.0,184.9,West,Adult age group,49.0
Breast,California,2018,50-54 years,Female,F,2822.0,1251079.0,225.6,West,Middle age group,54.0
Breast,California,2018,55-59 years,Female,F,3274.0,1277279.0,256.3,West,Middle age group,59.0
Breast,California,2018,60-64 years ,Female,F,3759.0,1168986.0,321.6,West,Middle age group,64.0
Breast,California,2018,65-69 years,Female,F,3921.0,978836.0,400.6,West,Elderly group,69.0
Breast,California,2018,70-74 years,Female,F,3622.0,769806.0,470.5,West,Elderly group,74.0
Breast,California,2018,75-79 years,Female,F,2300.0,540682.0,425.4,West,Elderly group,79.0
Breast,California,2018,80-84 years,Female,F,1578.0,380970.0,414.2,West,Elderly group,84.0
Breast,California,2018,85+ years,Female,F,1481.0,463829.0,319.3,West,Elderly group,89.0
Breast,Colorado,2018,25-29 years,Female,F,21.0,217021.0,9.7,West,Young age group,29.0
Breast,Colorado,2018,30-34 years,Female,F,66.0,211354.0,31.2,West,Adult age group,34.0
Breast,Colorado,2018,35-39 years,Female,F,127.0,201824.0,62.9,West,Adult age group,39.0
Breast,Colorado,2018,40-44 years,Female,F,221.0,177660.0,124.4,West,Adult age group,44.0
Breast,Colorado,2018,45-49 years,Female,F,372.0,179405.0,207.4,West,Adult age group,49.0
Breast,Colorado,2018,50-54 years,Female,F,410.0,171062.0,239.7,West,Middle age group,54.0
Breast,Colorado,2018,55-59 years,Female,F,498.0,187592.0,265.5,West,Middle age group,59.0
Breast,Colorado,2018,60-64 years ,Female,F,619.0,176783.0,350.1,West,Middle age group,64.0
Breast,Colorado,2018,65-69 years,Female,F,633.0,149767.0,422.7,West,Elderly group,69.0
Breast,Colorado,2018,70-74 years,Female,F,545.0,111105.0,490.5,West,Elderly group,74.0
Breast,Colorado,2018,75-79 years,Female,F,364.0,72801.0,500.0,West,Elderly group,79.0
Breast,Colorado,2018,80-84 years,Female,F,212.0,47967.0,442.0,West,Elderly group,84.0
Breast,Colorado,2018,85+ years,Female,F,180.0,56005.0,321.4,West,Elderly group,89.0
Breast,Connecticut,2018,25-29 years,Female,F,16.0,107786.0,14.8,North-East,Young age group,29.0
Breast,Connecticut,2018,30-34 years,Female,F,45.0,110932.0,40.6,North-East,Adult age group,34.0
Breast,Connecticut,2018,35-39 years,Female,F,76.0,110874.0,68.5,North-East,Adult age group,39.0
Breast,Connecticut,2018,40-44 years,Female,F,155.0,105177.0,147.4,North-East,Adult age group,44.0
Breast,Connecticut,2018,45-49 years,Female,F,264.0,121425.0,217.4,North-East,Adult age group,49.0
Breast,Connecticut,2018,50-54 years,Female,F,358.0,134080.0,267.0,North-East,Middle age group,54.0
Breast,Connecticut,2018,55-59 years,Female,F,383.0,139189.0,275.2,North-East,Middle age group,59.0
Breast,Connecticut,2018,60-64 years ,Female,F,455.0,125449.0,362.7,North-East,Middle age group,64.0
Breast,Connecticut,2018,65-69 years,Female,F,420.0,100828.0,416.6,North-East,Elderly group,69.0
Breast,Connecticut,2018,70-74 years,Female,F,441.0,83127.0,530.5,North-East,Elderly group,74.0
Breast,Connecticut,2018,75-79 years,Female,F,279.0,60142.0,463.9,North-East,Elderly group,79.0
Breast,Connecticut,2018,80-84 years,Female,F,189.0,42582.0,443.8,North-East,Elderly group,84.0
Breast,Connecticut,2018,85+ years,Female,F,212.0,60183.0,352.3,North-East,Elderly group,89.0
Breast,Delaware,2018,35-39 years,Female,F,28.0,29713.0,94.2,South,Adult age group,39.0
Breast,Delaware,2018,40-44 years,Female,F,39.0,27206.0,143.4,South,Adult age group,44.0
Breast,Delaware,2018,45-49 years,Female,F,58.0,30164.0,192.3,South,Adult age group,49.0
Breast,Delaware,2018,50-54 years,Female,F,75.0,33486.0,224.0,South,Middle age group,54.0
Breast,Delaware,2018,55-59 years,Female,F,112.0,36232.0,309.1,South,Middle age group,59.0
Breast,Delaware,2018,60-64 years ,Female,F,129.0,35773.0,360.6,South,Middle age group,64.0
Breast,Delaware,2018,65-69 years,Female,F,134.0,32319.0,414.6,South,Elderly group,69.0
Breast,Delaware,2018,70-74 years,Female,F,130.0,26267.0,494.9,South,Elderly group,74.0
Breast,Delaware,2018,75-79 years,Female,F,99.0,18042.0,548.7,South,Elderly group,79.0
Breast,Delaware,2018,80-84 years,Female,F,52.0,11443.0,454.4,South,Elderly group,84.0
Breast,Delaware,2018,85+ years,Female,F,46.0,12607.0,364.9,South,Elderly group,89.0
Breast,District of Columbia,2018,35-39 years,Female,F,19.0,31792.0,59.8,South,Adult age group,39.0
Breast,District of Columbia,2018,40-44 years,Female,F,27.0,21762.0,124.1,South,Adult age group,44.0
Breast,District of Columbia,2018,45-49 years,Female,F,44.0,19397.0,226.8,South,Adult age group,49.0
Breast,District of Columbia,2018,50-54 years,Female,F,47.0,18454.0,254.7,South,Middle age group,54.0
Breast,District of Columbia,2018,55-59 years,Female,F,55.0,18849.0,291.8,South,Middle age group,59.0
Breast,District of Columbia,2018,60-64 years ,Female,F,63.0,18064.0,348.8,South,Middle age group,64.0
Breast,District of Columbia,2018,65-69 years,Female,F,100.0,15901.0,628.9,South,Elderly group,69.0
Breast,District of Columbia,2018,70-74 years,Female,F,59.0,12123.0,486.7,South,Elderly group,74.0
Breast,District of Columbia,2018,75-79 years,Female,F,50.0,8672.0,576.6,South,Elderly group,79.0
Breast,District of Columbia,2018,80-84 years,Female,F,24.0,5924.0,405.1,South,Elderly group,84.0
Breast,District of Columbia,2018,85+ years,Female,F,18.0,8080.0,222.8,South,Elderly group,89.0
Breast,Florida,2018,25-29 years,Female,F,69.0,702633.0,9.8,South,Young age group,29.0
Breast,Florida,2018,30-34 years,Female,F,233.0,667364.0,34.9,South,Adult age group,34.0
Breast,Florida,2018,35-39 years,Female,F,420.0,658948.0,63.7,South,Adult age group,39.0
Breast,Florida,2018,40-44 years,Female,F,794.0,632245.0,125.6,South,Adult age group,44.0
Breast,Florida,2018,45-49 years,Female,F,1308.0,684212.0,191.2,South,Adult age group,49.0
Breast,Florida,2018,50-54 years,Female,F,1637.0,713099.0,229.6,South,Middle age group,54.0
Breast,Florida,2018,55-59 years,Female,F,2003.0,762358.0,262.7,South,Middle age group,59.0
Breast,Florida,2018,60-64 years ,Female,F,2405.0,735173.0,327.1,South,Middle age group,64.0
Breast,Florida,2018,65-69 years,Female,F,2762.0,681922.0,405.0,South,Elderly group,69.0
Breast,Florida,2018,70-74 years,Female,F,2691.0,600543.0,448.1,South,Elderly group,74.0
Breast,Florida,2018,75-79 years,Female,F,1888.0,450580.0,419.0,South,Elderly group,79.0
Breast,Florida,2018,80-84 years,Female,F,1187.0,307954.0,385.4,South,Elderly group,84.0
Breast,Florida,2018,85+ years,Female,F,975.0,343183.0,284.1,South,Elderly group,89.0
Breast,Georgia,2018,25-29 years,Female,F,44.0,383074.0,11.5,South,Young age group,29.0
Breast,Georgia,2018,30-34 years,Female,F,112.0,358883.0,31.2,South,Adult age group,34.0
Breast,Georgia,2018,35-39 years,Female,F,230.0,364400.0,63.1,South,Adult age group,39.0
Breast,Georgia,2018,40-44 years,Female,F,445.0,345939.0,128.6,South,Adult age group,44.0
Breast,Georgia,2018,45-49 years,Female,F,741.0,369829.0,200.4,South,Adult age group,49.0
Breast,Georgia,2018,50-54 years,Female,F,782.0,355946.0,219.7,South,Middle age group,54.0
Breast,Georgia,2018,55-59 years,Female,F,1020.0,354617.0,287.6,South,Middle age group,59.0
Breast,Georgia,2018,60-64 years ,Female,F,1123.0,319813.0,351.1,South,Middle age group,64.0
Breast,Georgia,2018,65-69 years,Female,F,1223.0,272167.0,449.4,South,Elderly group,69.0
Breast,Georgia,2018,70-74 years,Female,F,1007.0,215369.0,467.6,South,Elderly group,74.0
Breast,Georgia,2018,75-79 years,Female,F,719.0,145780.0,493.2,South,Elderly group,79.0
Breast,Georgia,2018,80-84 years,Female,F,406.0,93811.0,432.8,South,Elderly group,84.0
Breast,Georgia,2018,85+ years,Female,F,394.0,96877.0,406.7,South,Elderly group,89.0
Breast,Hawaii,2018,35-39 years,Female,F,36.0,47566.0,75.7,West,Adult age group,39.0
Breast,Hawaii,2018,40-44 years,Female,F,71.0,41542.0,170.9,West,Adult age group,44.0
Breast,Hawaii,2018,45-49 years,Female,F,110.0,42592.0,258.3,West,Adult age group,49.0
Breast,Hawaii,2018,50-54 years,Female,F,113.0,43048.0,262.5,West,Middle age group,54.0
Breast,Hawaii,2018,55-59 years,Female,F,126.0,46134.0,273.1,West,Middle age group,59.0
Breast,Hawaii,2018,60-64 years ,Female,F,177.0,46309.0,382.2,West,Middle age group,64.0
Breast,Hawaii,2018,65-69 years,Female,F,234.0,42620.0,549.0,West,Elderly group,69.0
Breast,Hawaii,2018,70-74 years,Female,F,187.0,34515.0,541.8,West,Elderly group,74.0
Breast,Hawaii,2018,75-79 years,Female,F,104.0,22719.0,457.8,West,Elderly group,79.0
Breast,Hawaii,2018,80-84 years,Female,F,71.0,16561.0,428.7,West,Elderly group,84.0
Breast,Hawaii,2018,85+ years,Female,F,65.0,26765.0,242.9,West,Elderly group,89.0
Breast,Idaho,2018,35-39 years,Female,F,39.0,57269.0,68.1,West,Adult age group,39.0
Breast,Idaho,2018,40-44 years,Female,F,77.0,51751.0,148.8,West,Adult age group,44.0
Breast,Idaho,2018,45-49 years,Female,F,72.0,50392.0,142.9,West,Adult age group,49.0
Breast,Idaho,2018,50-54 years,Female,F,126.0,49001.0,257.1,West,Middle age group,54.0
Breast,Idaho,2018,55-59 years,Female,F,151.0,55308.0,273.0,West,Middle age group,59.0
Breast,Idaho,2018,60-64 years ,Female,F,185.0,54751.0,337.9,West,Middle age group,64.0
Breast,Idaho,2018,65-69 years,Female,F,207.0,48365.0,428.0,West,Elderly group,69.0
Breast,Idaho,2018,70-74 years,Female,F,177.0,37480.0,472.3,West,Elderly group,74.0
Breast,Idaho,2018,75-79 years,Female,F,132.0,25998.0,507.7,West,Elderly group,79.0
Breast,Idaho,2018,80-84 years,Female,F,85.0,16211.0,524.3,West,Elderly group,84.0
Breast,Idaho,2018,85+ years,Female,F,64.0,17662.0,362.4,West,Elderly group,89.0
Breast,Illinois,2018,25-29 years,Female,F,53.0,445431.0,11.9,Mid-West,Young age group,29.0
Breast,Illinois,2018,30-34 years,Female,F,147.0,428166.0,34.3,Mid-West,Adult age group,34.0
Breast,Illinois,2018,35-39 years,Female,F,255.0,426589.0,59.8,Mid-West,Adult age group,39.0
Breast,Illinois,2018,40-44 years,Female,F,559.0,392142.0,142.6,Mid-West,Adult age group,44.0
Breast,Illinois,2018,45-49 years,Female,F,846.0,412101.0,205.3,Mid-West,Adult age group,49.0
Breast,Illinois,2018,50-54 years,Female,F,983.0,415869.0,236.4,Mid-West,Middle age group,54.0
Breast,Illinois,2018,55-59 years,Female,F,1231.0,443789.0,277.4,Mid-West,Middle age group,59.0
Breast,Illinois,2018,60-64 years ,Female,F,1440.0,413648.0,348.1,Mid-West,Middle age group,64.0
Breast,Illinois,2018,65-69 years,Female,F,1505.0,343373.0,438.3,Mid-West,Elderly group,69.0
Breast,Illinois,2018,70-74 years,Female,F,1359.0,266233.0,510.5,Mid-West,Elderly group,74.0
Breast,Illinois,2018,75-79 years,Female,F,904.0,196163.0,460.8,Mid-West,Elderly group,79.0
Breast,Illinois,2018,80-84 years,Female,F,658.0,138556.0,474.9,Mid-West,Elderly group,84.0
Breast,Illinois,2018,85+ years,Female,F,531.0,175970.0,301.8,Mid-West,Elderly group,89.0
Breast,Indiana,2018,25-29 years,Female,F,25.0,227149.0,11.0,Mid-West,Young age group,29.0
Breast,Indiana,2018,30-34 years,Female,F,58.0,209492.0,27.7,Mid-West,Adult age group,34.0
Breast,Indiana,2018,35-39 years,Female,F,137.0,213471.0,64.2,Mid-West,Adult age group,39.0
Breast,Indiana,2018,40-44 years,Female,F,249.0,198630.0,125.4,Mid-West,Adult age group,44.0
Breast,Indiana,2018,45-49 years,Female,F,369.0,209497.0,176.1,Mid-West,Adult age group,49.0
Breast,Indiana,2018,50-54 years,Female,F,492.0,212156.0,231.9,Mid-West,Middle age group,54.0
Breast,Indiana,2018,55-59 years,Female,F,643.0,230466.0,279.0,Mid-West,Middle age group,59.0
Breast,Indiana,2018,60-64 years ,Female,F,762.0,217674.0,350.1,Mid-West,Middle age group,64.0
Breast,Indiana,2018,65-69 years,Female,F,795.0,184165.0,431.7,Mid-West,Elderly group,69.0
Breast,Indiana,2018,70-74 years,Female,F,667.0,142042.0,469.6,Mid-West,Elderly group,74.0
Breast,Indiana,2018,75-79 years,Female,F,550.0,103116.0,533.4,Mid-West,Elderly group,79.0
Breast,Indiana,2018,80-84 years,Female,F,307.0,71943.0,426.7,Mid-West,Elderly group,84.0
Breast,Indiana,2018,85+ years,Female,F,257.0,86500.0,297.1,Mid-West,Elderly group,89.0
Breast,Iowa,2018,30-34 years,Female,F,24.0,94596.0,25.4,Mid-West,Adult age group,34.0
Breast,Iowa,2018,35-39 years,Female,F,60.0,99088.0,60.6,Mid-West,Adult age group,39.0
Breast,Iowa,2018,40-44 years,Female,F,123.0,87298.0,140.9,Mid-West,Adult age group,44.0
Breast,Iowa,2018,45-49 years,Female,F,201.0,90074.0,223.1,Mid-West,Adult age group,49.0
Breast,Iowa,2018,50-54 years,Female,F,220.0,94238.0,233.5,Mid-West,Middle age group,54.0
Breast,Iowa,2018,55-59 years,Female,F,328.0,108152.0,303.3,Mid-West,Middle age group,59.0
Breast,Iowa,2018,60-64 years ,Female,F,389.0,103009.0,377.6,Mid-West,Middle age group,64.0
Breast,Iowa,2018,65-69 years,Female,F,368.0,88190.0,417.3,Mid-West,Elderly group,69.0
Breast,Iowa,2018,70-74 years,Female,F,321.0,67225.0,477.5,Mid-West,Elderly group,74.0
Breast,Iowa,2018,75-79 years,Female,F,273.0,50633.0,539.2,Mid-West,Elderly group,79.0
Breast,Iowa,2018,80-84 years,Female,F,173.0,38737.0,446.6,Mid-West,Elderly group,84.0
Breast,Iowa,2018,85+ years,Female,F,168.0,52181.0,322.0,Mid-West,Elderly group,89.0
Breast,Kansas,2018,30-34 years,Female,F,35.0,92816.0,37.7,Mid-West,Adult age group,34.0
Breast,Kansas,2018,35-39 years,Female,F,65.0,93997.0,69.2,Mid-West,Adult age group,39.0
Breast,Kansas,2018,40-44 years,Female,F,116.0,82162.0,141.2,Mid-West,Adult age group,44.0
Breast,Kansas,2018,45-49 years,Female,F,151.0,83193.0,181.5,Mid-West,Adult age group,49.0
Breast,Kansas,2018,50-54 years,Female,F,198.0,84510.0,234.3,Mid-West,Middle age group,54.0
Breast,Kansas,2018,55-59 years,Female,F,268.0,97985.0,273.5,Mid-West,Middle age group,59.0
Breast,Kansas,2018,60-64 years ,Female,F,323.0,93077.0,347.0,Mid-West,Middle age group,64.0
Breast,Kansas,2018,65-69 years,Female,F,370.0,77529.0,477.2,Mid-West,Elderly group,69.0
Breast,Kansas,2018,70-74 years,Female,F,312.0,59240.0,526.7,Mid-West,Elderly group,74.0
Breast,Kansas,2018,75-79 years,Female,F,222.0,42931.0,517.1,Mid-West,Elderly group,79.0
Breast,Kansas,2018,80-84 years,Female,F,126.0,31869.0,395.4,Mid-West,Elderly group,84.0
Breast,Kansas,2018,85+ years,Female,F,137.0,42414.0,323.0,Mid-West,Elderly group,89.0
Breast,Kentucky,2018,30-34 years,Female,F,51.0,135784.0,37.6,South,Adult age group,34.0
Breast,Kentucky,2018,35-39 years,Female,F,91.0,141985.0,64.1,South,Adult age group,39.0
Breast,Kentucky,2018,40-44 years,Female,F,162.0,134676.0,120.3,South,Adult age group,44.0
Breast,Kentucky,2018,45-49 years,Female,F,254.0,143569.0,176.9,South,Adult age group,49.0
Breast,Kentucky,2018,50-54 years,Female,F,345.0,147897.0,233.3,South,Middle age group,54.0
Breast,Kentucky,2018,55-59 years,Female,F,410.0,158673.0,258.4,South,Middle age group,59.0
Breast,Kentucky,2018,60-64 years ,Female,F,508.0,151051.0,336.3,South,Middle age group,64.0
Breast,Kentucky,2018,65-69 years,Female,F,621.0,129301.0,480.3,South,Elderly group,69.0
Breast,Kentucky,2018,70-74 years,Female,F,489.0,101801.0,480.3,South,Elderly group,74.0
Breast,Kentucky,2018,75-79 years,Female,F,359.0,72668.0,494.0,South,Elderly group,79.0
Breast,Kentucky,2018,80-84 years,Female,F,195.0,48952.0,398.3,South,Elderly group,84.0
Breast,Kentucky,2018,85+ years,Female,F,198.0,53733.0,368.5,South,Elderly group,89.0
Breast,Louisiana,2018,30-34 years,Female,F,47.0,162427.0,28.9,South,Adult age group,34.0
Breast,Louisiana,2018,35-39 years,Female,F,110.0,158835.0,69.3,South,Adult age group,39.0
Breast,Louisiana,2018,40-44 years,Female,F,176.0,137007.0,128.5,South,Adult age group,44.0
Breast,Louisiana,2018,45-49 years,Female,F,318.0,140956.0,225.6,South,Adult age group,49.0
Breast,Louisiana,2018,50-54 years,Female,F,336.0,148538.0,226.2,South,Middle age group,54.0
Breast,Louisiana,2018,55-59 years,Female,F,480.0,162521.0,295.3,South,Middle age group,59.0
Breast,Louisiana,2018,60-64 years ,Female,F,512.0,154516.0,331.4,South,Middle age group,64.0
Breast,Louisiana,2018,65-69 years,Female,F,555.0,129471.0,428.7,South,Elderly group,69.0
Breast,Louisiana,2018,70-74 years,Female,F,512.0,100206.0,510.9,South,Elderly group,74.0
Breast,Louisiana,2018,75-79 years,Female,F,339.0,71291.0,475.5,South,Elderly group,79.0
Breast,Louisiana,2018,80-84 years,Female,F,200.0,49222.0,406.3,South,Elderly group,84.0
Breast,Louisiana,2018,85+ years,Female,F,177.0,53158.0,333.0,South,Elderly group,89.0
Breast,Maine,2018,35-39 years,Female,F,22.0,39737.0,55.4,North-East,Adult age group,39.0
Breast,Maine,2018,40-44 years,Female,F,52.0,37630.0,138.2,North-East,Adult age group,44.0
Breast,Maine,2018,45-49 years,Female,F,93.0,43651.0,213.1,North-East,Adult age group,49.0
Breast,Maine,2018,50-54 years,Female,F,107.0,48355.0,221.3,North-East,Middle age group,54.0
Breast,Maine,2018,55-59 years,Female,F,141.0,55207.0,255.4,North-East,Middle age group,59.0
Breast,Maine,2018,60-64 years ,Female,F,167.0,54410.0,306.9,North-East,Middle age group,64.0
Breast,Maine,2018,65-69 years,Female,F,191.0,47872.0,399.0,North-East,Elderly group,69.0
Breast,Maine,2018,70-74 years,Female,F,166.0,37134.0,447.0,North-East,Elderly group,74.0
Breast,Maine,2018,75-79 years,Female,F,122.0,25750.0,473.8,North-East,Elderly group,79.0
Breast,Maine,2018,80-84 years,Female,F,74.0,18018.0,410.7,North-East,Elderly group,84.0
Breast,Maine,2018,85+ years,Female,F,75.0,21739.0,345.0,North-East,Elderly group,89.0
Breast,Maryland,2018,25-29 years,Female,F,16.0,206968.0,7.7,South,Young age group,29.0
Breast,Maryland,2018,30-34 years,Female,F,72.0,211367.0,34.1,South,Adult age group,34.0
Breast,Maryland,2018,35-39 years,Female,F,140.0,208563.0,67.1,South,Adult age group,39.0
Breast,Maryland,2018,40-44 years,Female,F,251.0,188067.0,133.5,South,Adult age group,44.0
Breast,Maryland,2018,45-49 years,Female,F,455.0,206119.0,220.7,South,Adult age group,49.0
Breast,Maryland,2018,50-54 years,Female,F,508.0,219605.0,231.3,South,Middle age group,54.0
Breast,Maryland,2018,55-59 years,Female,F,618.0,226072.0,273.4,South,Middle age group,59.0
