Notes,Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Year,Year Code,Age Groups,Age Groups Code,Sex,Sex Code,Count,Population,Crude Rate
,Breast,26000,California,6,2019,2019,85+ years,85+,Male,M,24,279780,8.6
,Breast,26000,Florida,12,2019,2019,55-59 years,55-59,Male,M,20,716609,2.8
,Breast,26000,Florida,12,2019,2019,60-64 years ,60-64,Male,M,19,658745,2.9
,Breast,26000,Florida,12,2019,2019,65-69 years,65-69,Male,M,30,592858,5.1
,Breast,26000,Florida,12,2019,2019,70-74 years,70-74,Male,M,38,539336,7
,Breast,26000,Florida,12,2019,2019,80-84 years,80-84,Male,M,27,260167,10.4
,Breast,26000,Florida,12,2019,2019,85+ years,85+,Male,M,20,236724,8.4
,Breast,26000,Georgia,13,2019,2019,70-74 years,70-74,Male,M,17,187877,9
,Breast,26000,Illinois,17,2019,2019,65-69 years,65-69,Male,M,24,311681,7.7
,Breast,26000,Michigan,26,2019,2019,70-74 years,70-74,Male,M,24,211655,11.3
,Breast,26000,New York,36,2019,2019,60-64 years ,60-64,Male,M,24,595312,4
,Breast,26000,New York,36,2019,2019,65-69 years,65-69,Male,M,29,482367,6
,Breast,26000,New York,36,2019,2019,70-74 years,70-74,Male,M,21,374757,5.6
,Breast,26000,New York,36,2019,2019,75-79 years,75-79,Male,M,20,248805,8
,Breast,26000,New York,36,2019,2019,80-84 years,80-84,Male,M,19,161443,11.8
,Breast,26000,New York,36,2019,2019,85+ years,85+,Male,M,18,157832,11.4
,Breast,26000,North Carolina,37,2019,2019,65-69 years,65-69,Male,M,17,263272,6.5
,Breast,26000,Ohio,39,2019,2019,65-69 years,65-69,Male,M,18,315278,5.7
,Breast,26000,Pennsylvania,42,2019,2019,75-79 years,75-79,Male,M,24,184992,13
,Breast,26000,Texas,48,2019,2019,55-59 years,55-59,Male,M,17,841924,2
,Breast,26000,Texas,48,2019,2019,60-64 years ,60-64,Male,M,19,746424,2.5
,Breast,26000,Texas,48,2019,2019,65-69 years,65-69,Male,M,23,589968,3.9
,Breast,26000,Texas,48,2019,2019,70-74 years,70-74,Male,M,24,455698,5.3
,Breast,26000,Texas,48,2019,2019,75-79 years,75-79,Male,M,21,294225,7.1
,Breast,26000,Texas,48,2019,2019,85+ years,85+,Male,M,20,148369,13.5
,Colon and Rectum,21041-21052,Alabama,1,2019,2019,35-39 years,35-39,Male,M,20,147448,13.6
,Colon and Rectum,21041-21052,Alabama,1,2019,2019,40-44 years,40-44,Male,M,49,139432,35.1
,Colon and Rectum,21041-21052,Alabama,1,2019,2019,45-49 years,45-49,Male,M,75,149534,50.2
,Colon and Rectum,21041-21052,Alabama,1,2019,2019,50-54 years,50-54,Male,M,131,149277,87.8
,Colon and Rectum,21041-21052,Alabama,1,2019,2019,55-59 years,55-59,Male,M,153,161482,94.7
,Colon and Rectum,21041-21052,Alabama,1,2019,2019,60-64 years ,60-64,Male,M,179,151504,118.1
,Colon and Rectum,21041-21052,Alabama,1,2019,2019,65-69 years,65-69,Male,M,223,127679,174.7
,Colon and Rectum,21041-21052,Alabama,1,2019,2019,70-74 years,70-74,Male,M,183,103250,177.2
,Colon and Rectum,21041-21052,Alabama,1,2019,2019,75-79 years,75-79,Male,M,130,68256,190.5
,Colon and Rectum,21041-21052,Alabama,1,2019,2019,80-84 years,80-84,Male,M,114,41242,276.4
,Colon and Rectum,21041-21052,Alabama,1,2019,2019,85+ years,85+,Male,M,81,31390,258
,Colon and Rectum,21041-21052,Alaska,2,2019,2019,55-59 years,55-59,Male,M,22,25214,87.3
,Colon and Rectum,21041-21052,Alaska,2,2019,2019,60-64 years ,60-64,Male,M,25,22990,108.7
,Colon and Rectum,21041-21052,Alaska,2,2019,2019,65-69 years,65-69,Male,M,18,18653,96.5
,Colon and Rectum,21041-21052,Alaska,2,2019,2019,70-74 years,70-74,Male,M,22,12868,171
,Colon and Rectum,21041-21052,Arizona,4,2019,2019,30-34 years,30-34,Male,M,16,249827,6.4
,Colon and Rectum,21041-21052,Arizona,4,2019,2019,35-39 years,35-39,Male,M,22,238495,9.2
,Colon and Rectum,21041-21052,Arizona,4,2019,2019,40-44 years,40-44,Male,M,44,215569,20.4
,Colon and Rectum,21041-21052,Arizona,4,2019,2019,45-49 years,45-49,Male,M,67,215421,31.1
,Colon and Rectum,21041-21052,Arizona,4,2019,2019,50-54 years,50-54,Male,M,99,206772,47.9
,Colon and Rectum,21041-21052,Arizona,4,2019,2019,55-59 years,55-59,Male,M,148,216293,68.4
,Colon and Rectum,21041-21052,Arizona,4,2019,2019,60-64 years ,60-64,Male,M,176,204086,86.2
,Colon and Rectum,21041-21052,Arizona,4,2019,2019,65-69 years,65-69,Male,M,213,184808,115.3
,Colon and Rectum,21041-21052,Arizona,4,2019,2019,70-74 years,70-74,Male,M,199,166440,119.6
,Colon and Rectum,21041-21052,Arizona,4,2019,2019,75-79 years,75-79,Male,M,170,118458,143.5
,Colon and Rectum,21041-21052,Arizona,4,2019,2019,80-84 years,80-84,Male,M,125,74207,168.4
,Colon and Rectum,21041-21052,Arizona,4,2019,2019,85+ years,85+,Male,M,122,61656,197.9
,Colon and Rectum,21041-21052,Arkansas,5,2019,2019,40-44 years,40-44,Male,M,25,88338,28.3
,Colon and Rectum,21041-21052,Arkansas,5,2019,2019,45-49 years,45-49,Male,M,53,89639,59.1
,Colon and Rectum,21041-21052,Arkansas,5,2019,2019,50-54 years,50-54,Male,M,79,88545,89.2
,Colon and Rectum,21041-21052,Arkansas,5,2019,2019,55-59 years,55-59,Male,M,102,96217,106
,Colon and Rectum,21041-21052,Arkansas,5,2019,2019,60-64 years ,60-64,Male,M,122,89601,136.2
,Colon and Rectum,21041-21052,Arkansas,5,2019,2019,65-69 years,65-69,Male,M,128,77133,165.9
,Colon and Rectum,21041-21052,Arkansas,5,2019,2019,70-74 years,70-74,Male,M,152,63870,238
,Colon and Rectum,21041-21052,Arkansas,5,2019,2019,75-79 years,75-79,Male,M,99,43754,226.3
,Colon and Rectum,21041-21052,Arkansas,5,2019,2019,80-84 years,80-84,Male,M,87,27013,322.1
,Colon and Rectum,21041-21052,Arkansas,5,2019,2019,85+ years,85+,Male,M,68,21692,313.5
,Colon and Rectum,21041-21052,California,6,2019,2019,15-19 years,15-19,Male,M,16,1291291,1.2
,Colon and Rectum,21041-21052,California,6,2019,2019,20-24 years,20-24,Male,M,27,1356036,2
,Colon and Rectum,21041-21052,California,6,2019,2019,25-29 years,25-29,Male,M,47,1599701,2.9
,Colon and Rectum,21041-21052,California,6,2019,2019,30-34 years,30-34,Male,M,97,1524187,6.4
,Colon and Rectum,21041-21052,California,6,2019,2019,35-39 years,35-39,Male,M,155,1414712,11
,Colon and Rectum,21041-21052,California,6,2019,2019,40-44 years,40-44,Male,M,270,1253698,21.5
,Colon and Rectum,21041-21052,California,6,2019,2019,45-49 years,45-49,Male,M,471,1250115,37.7
,Colon and Rectum,21041-21052,California,6,2019,2019,50-54 years,50-54,Male,M,845,1225041,69
,Colon and Rectum,21041-21052,California,6,2019,2019,55-59 years,55-59,Male,M,923,1230245,75
,Colon and Rectum,21041-21052,California,6,2019,2019,60-64 years ,60-64,Male,M,1057,1097086,96.3
,Colon and Rectum,21041-21052,California,6,2019,2019,65-69 years,65-69,Male,M,1069,883216,121
,Colon and Rectum,21041-21052,California,6,2019,2019,70-74 years,70-74,Male,M,935,686769,136.1
,Colon and Rectum,21041-21052,California,6,2019,2019,75-79 years,75-79,Male,M,755,451472,167.2
,Colon and Rectum,21041-21052,California,6,2019,2019,80-84 years,80-84,Male,M,638,291587,218.8
,Colon and Rectum,21041-21052,California,6,2019,2019,85+ years,85+,Male,M,646,279780,230.9
,Colon and Rectum,21041-21052,Colorado,8,2019,2019,30-34 years,30-34,Male,M,18,236475,7.6
,Colon and Rectum,21041-21052,Colorado,8,2019,2019,35-39 years,35-39,Male,M,32,220341,14.5
,Colon and Rectum,21041-21052,Colorado,8,2019,2019,40-44 years,40-44,Male,M,29,191041,15.2
,Colon and Rectum,21041-21052,Colorado,8,2019,2019,45-49 years,45-49,Male,M,58,187227,31
,Colon and Rectum,21041-21052,Colorado,8,2019,2019,50-54 years,50-54,Male,M,112,171196,65.4
,Colon and Rectum,21041-21052,Colorado,8,2019,2019,55-59 years,55-59,Male,M,113,178711,63.2
,Colon and Rectum,21041-21052,Colorado,8,2019,2019,60-64 years ,60-64,Male,M,121,168947,71.6
,Colon and Rectum,21041-21052,Colorado,8,2019,2019,65-69 years,65-69,Male,M,155,141710,109.4
,Colon and Rectum,21041-21052,Colorado,8,2019,2019,70-74 years,70-74,Male,M,133,107867,123.3
,Colon and Rectum,21041-21052,Colorado,8,2019,2019,75-79 years,75-79,Male,M,93,65395,142.2
,Colon and Rectum,21041-21052,Colorado,8,2019,2019,80-84 years,80-84,Male,M,71,38722,183.4
,Colon and Rectum,21041-21052,Colorado,8,2019,2019,85+ years,85+,Male,M,88,33290,264.3
,Colon and Rectum,21041-21052,Connecticut,9,2019,2019,40-44 years,40-44,Male,M,26,101285,25.7
,Colon and Rectum,21041-21052,Connecticut,9,2019,2019,45-49 years,45-49,Male,M,42,108896,38.6
,Colon and Rectum,21041-21052,Connecticut,9,2019,2019,50-54 years,50-54,Male,M,87,121505,71.6
,Colon and Rectum,21041-21052,Connecticut,9,2019,2019,55-59 years,55-59,Male,M,90,129605,69.4
,Colon and Rectum,21041-21052,Connecticut,9,2019,2019,60-64 years ,60-64,Male,M,112,118388,94.6
,Colon and Rectum,21041-21052,Connecticut,9,2019,2019,65-69 years,65-69,Male,M,115,92238,124.7
,Colon and Rectum,21041-21052,Connecticut,9,2019,2019,70-74 years,70-74,Male,M,94,72253,130.1
,Colon and Rectum,21041-21052,Connecticut,9,2019,2019,75-79 years,75-79,Male,M,98,49743,197
,Colon and Rectum,21041-21052,Connecticut,9,2019,2019,80-84 years,80-84,Male,M,61,30646,199
,Colon and Rectum,21041-21052,Connecticut,9,2019,2019,85+ years,85+,Male,M,76,31091,244.4
,Colon and Rectum,21041-21052,Delaware,10,2019,2019,50-54 years,50-54,Male,M,20,29608,67.5
,Colon and Rectum,21041-21052,Delaware,10,2019,2019,55-59 years,55-59,Male,M,26,32843,79.2
,Colon and Rectum,21041-21052,Delaware,10,2019,2019,60-64 years ,60-64,Male,M,30,31842,94.2
,Colon and Rectum,21041-21052,Delaware,10,2019,2019,65-69 years,65-69,Male,M,23,28192,81.6
,Colon and Rectum,21041-21052,Delaware,10,2019,2019,70-74 years,70-74,Male,M,38,23798,159.7
,Colon and Rectum,21041-21052,Delaware,10,2019,2019,75-79 years,75-79,Male,M,39,15764,247.4
,Colon and Rectum,21041-21052,Delaware,10,2019,2019,80-84 years,80-84,Male,M,19,9295,204.4
,Colon and Rectum,21041-21052,Delaware,10,2019,2019,85+ years,85+,Male,M,17,7487,227.1
,Colon and Rectum,21041-21052,District of Columbia,11,2019,2019,60-64 years ,60-64,Male,M,17,15492,109.7
,Colon and Rectum,21041-21052,District of Columbia,11,2019,2019,75-79 years,75-79,Male,M,16,6217,257.4
,Colon and Rectum,21041-21052,Florida,12,2019,2019,25-29 years,25-29,Male,M,21,726018,2.9
,Colon and Rectum,21041-21052,Florida,12,2019,2019,30-34 years,30-34,Male,M,33,703433,4.7
,Colon and Rectum,21041-21052,Florida,12,2019,2019,35-39 years,35-39,Male,M,70,667063,10.5
,Colon and Rectum,21041-21052,Florida,12,2019,2019,40-44 years,40-44,Male,M,129,624833,20.6
,Colon and Rectum,21041-21052,Florida,12,2019,2019,45-49 years,45-49,Male,M,273,659172,41.4
,Colon and Rectum,21041-21052,Florida,12,2019,2019,50-54 years,50-54,Male,M,449,669897,67
,Colon and Rectum,21041-21052,Florida,12,2019,2019,55-59 years,55-59,Male,M,593,716609,82.8
,Colon and Rectum,21041-21052,Florida,12,2019,2019,60-64 years ,60-64,Male,M,716,658745,108.7
,Colon and Rectum,21041-21052,Florida,12,2019,2019,65-69 years,65-69,Male,M,835,592858,140.8
,Colon and Rectum,21041-21052,Florida,12,2019,2019,70-74 years,70-74,Male,M,750,539336,139.1
,Colon and Rectum,21041-21052,Florida,12,2019,2019,75-79 years,75-79,Male,M,669,398458,167.9
,Colon and Rectum,21041-21052,Florida,12,2019,2019,80-84 years,80-84,Male,M,500,260167,192.2
,Colon and Rectum,21041-21052,Florida,12,2019,2019,85+ years,85+,Male,M,477,236724,201.5
,Colon and Rectum,21041-21052,Georgia,13,2019,2019,35-39 years,35-39,Male,M,47,343438,13.7
,Colon and Rectum,21041-21052,Georgia,13,2019,2019,40-44 years,40-44,Male,M,78,323206,24.1
,Colon and Rectum,21041-21052,Georgia,13,2019,2019,45-49 years,45-49,Male,M,149,344476,43.3
,Colon and Rectum,21041-21052,Georgia,13,2019,2019,50-54 years,50-54,Male,M,269,334207,80.5
,Colon and Rectum,21041-21052,Georgia,13,2019,2019,55-59 years,55-59,Male,M,299,332388,90
,Colon and Rectum,21041-21052,Georgia,13,2019,2019,60-64 years ,60-64,Male,M,358,290233,123.3
,Colon and Rectum,21041-21052,Georgia,13,2019,2019,65-69 years,65-69,Male,M,384,233236,164.6
,Colon and Rectum,21041-21052,Georgia,13,2019,2019,70-74 years,70-74,Male,M,337,187877,179.4
,Colon and Rectum,21041-21052,Georgia,13,2019,2019,75-79 years,75-79,Male,M,250,120727,207.1
,Colon and Rectum,21041-21052,Georgia,13,2019,2019,80-84 years,80-84,Male,M,149,68618,217.1
,Colon and Rectum,21041-21052,Georgia,13,2019,2019,85+ years,85+,Male,M,140,51922,269.6
,Colon and Rectum,21041-21052,Hawaii,15,2019,2019,50-54 years,50-54,Male,M,38,41430,91.7
,Colon and Rectum,21041-21052,Hawaii,15,2019,2019,55-59 years,55-59,Male,M,56,44493,125.9
,Colon and Rectum,21041-21052,Hawaii,15,2019,2019,60-64 years ,60-64,Male,M,63,43509,144.8
,Colon and Rectum,21041-21052,Hawaii,15,2019,2019,65-69 years,65-69,Male,M,48,40046,119.9
,Colon and Rectum,21041-21052,Hawaii,15,2019,2019,70-74 years,70-74,Male,M,43,33130,129.8
,Colon and Rectum,21041-21052,Hawaii,15,2019,2019,75-79 years,75-79,Male,M,40,21148,189.1
,Colon and Rectum,21041-21052,Hawaii,15,2019,2019,80-84 years,80-84,Male,M,28,12465,224.6
,Colon and Rectum,21041-21052,Hawaii,15,2019,2019,85+ years,85+,Male,M,30,15371,195.2
,Colon and Rectum,21041-21052,Idaho,16,2019,2019,50-54 years,50-54,Male,M,29,49609,58.5
,Colon and Rectum,21041-21052,Idaho,16,2019,2019,55-59 years,55-59,Male,M,54,53678,100.6
,Colon and Rectum,21041-21052,Idaho,16,2019,2019,60-64 years ,60-64,Male,M,53,52681,100.6
,Colon and Rectum,21041-21052,Idaho,16,2019,2019,65-69 years,65-69,Male,M,53,47651,111.2
,Colon and Rectum,21041-21052,Idaho,16,2019,2019,70-74 years,70-74,Male,M,51,38490,132.5
,Colon and Rectum,21041-21052,Idaho,16,2019,2019,75-79 years,75-79,Male,M,45,25161,178.8
,Colon and Rectum,21041-21052,Idaho,16,2019,2019,80-84 years,80-84,Male,M,33,14900,221.5
,Colon and Rectum,21041-21052,Idaho,16,2019,2019,85+ years,85+,Male,M,25,11761,212.6
,Colon and Rectum,21041-21052,Illinois,17,2019,2019,25-29 years,25-29,Male,M,16,455137,3.5
,Colon and Rectum,21041-21052,Illinois,17,2019,2019,30-34 years,30-34,Male,M,27,435793,6.2
,Colon and Rectum,21041-21052,Illinois,17,2019,2019,35-39 years,35-39,Male,M,44,425776,10.3
,Colon and Rectum,21041-21052,Illinois,17,2019,2019,40-44 years,40-44,Male,M,97,392531,24.7
,Colon and Rectum,21041-21052,Illinois,17,2019,2019,45-49 years,45-49,Male,M,153,395188,38.7
,Colon and Rectum,21041-21052,Illinois,17,2019,2019,50-54 years,50-54,Male,M,282,394391,71.5
,Colon and Rectum,21041-21052,Illinois,17,2019,2019,55-59 years,55-59,Male,M,349,417135,83.7
,Colon and Rectum,21041-21052,Illinois,17,2019,2019,60-64 years ,60-64,Male,M,442,386164,114.5
,Colon and Rectum,21041-21052,Illinois,17,2019,2019,65-69 years,65-69,Male,M,452,311681,145
,Colon and Rectum,21041-21052,Illinois,17,2019,2019,70-74 years,70-74,Male,M,399,235792,169.2
,Colon and Rectum,21041-21052,Illinois,17,2019,2019,75-79 years,75-79,Male,M,335,157009,213.4
,Colon and Rectum,21041-21052,Illinois,17,2019,2019,80-84 years,80-84,Male,M,234,99464,235.3
,Colon and Rectum,21041-21052,Illinois,17,2019,2019,85+ years,85+,Male,M,261,90831,287.3
,Colon and Rectum,21041-21052,Indiana,18,2019,2019,35-39 years,35-39,Male,M,16,213146,7.5
,Colon and Rectum,21041-21052,Indiana,18,2019,2019,40-44 years,40-44,Male,M,55,200415,27.4
,Colon and Rectum,21041-21052,Indiana,18,2019,2019,45-49 years,45-49,Male,M,77,206319,37.3
,Colon and Rectum,21041-21052,Indiana,18,2019,2019,50-54 years,50-54,Male,M,137,203418,67.3
,Colon and Rectum,21041-21052,Indiana,18,2019,2019,55-59 years,55-59,Male,M,155,219431,70.6
,Colon and Rectum,21041-21052,Indiana,18,2019,2019,60-64 years ,60-64,Male,M,174,206150,84.4
,Colon and Rectum,21041-21052,Indiana,18,2019,2019,65-69 years,65-69,Male,M,224,169871,131.9
,Colon and Rectum,21041-21052,Indiana,18,2019,2019,70-74 years,70-74,Male,M,209,128756,162.3
,Colon and Rectum,21041-21052,Indiana,18,2019,2019,75-79 years,75-79,Male,M,154,84547,182.1
,Colon and Rectum,21041-21052,Indiana,18,2019,2019,80-84 years,80-84,Male,M,147,51872,283.4
,Colon and Rectum,21041-21052,Indiana,18,2019,2019,85+ years,85+,Male,M,103,44421,231.9
,Colon and Rectum,21041-21052,Iowa,19,2019,2019,40-44 years,40-44,Male,M,21,93319,22.5
,Colon and Rectum,21041-21052,Iowa,19,2019,2019,45-49 years,45-49,Male,M,45,90082,50
,Colon and Rectum,21041-21052,Iowa,19,2019,2019,50-54 years,50-54,Male,M,84,92514,90.8
,Colon and Rectum,21041-21052,Iowa,19,2019,2019,55-59 years,55-59,Male,M,81,104175,77.8
,Colon and Rectum,21041-21052,Iowa,19,2019,2019,60-64 years ,60-64,Male,M,104,101015,103
,Colon and Rectum,21041-21052,Iowa,19,2019,2019,65-69 years,65-69,Male,M,108,86354,125.1
,Colon and Rectum,21041-21052,Iowa,19,2019,2019,70-74 years,70-74,Male,M,105,63841,164.5
,Colon and Rectum,21041-21052,Iowa,19,2019,2019,75-79 years,75-79,Male,M,100,42757,233.9
,Colon and Rectum,21041-21052,Iowa,19,2019,2019,80-84 years,80-84,Male,M,90,28631,314.3
,Colon and Rectum,21041-21052,Iowa,19,2019,2019,85+ years,85+,Male,M,79,26697,295.9
,Colon and Rectum,21041-21052,Kansas,20,2019,2019,40-44 years,40-44,Male,M,28,85894,32.6
,Colon and Rectum,21041-21052,Kansas,20,2019,2019,45-49 years,45-49,Male,M,40,82264,48.6
,Colon and Rectum,21041-21052,Kansas,20,2019,2019,50-54 years,50-54,Male,M,58,81754,70.9
,Colon and Rectum,21041-21052,Kansas,20,2019,2019,55-59 years,55-59,Male,M,87,92206,94.4
,Colon and Rectum,21041-21052,Kansas,20,2019,2019,60-64 years ,60-64,Male,M,79,88946,88.8
,Colon and Rectum,21041-21052,Kansas,20,2019,2019,65-69 years,65-69,Male,M,125,74294,168.3
,Colon and Rectum,21041-21052,Kansas,20,2019,2019,70-74 years,70-74,Male,M,98,55904,175.3
,Colon and Rectum,21041-21052,Kansas,20,2019,2019,75-79 years,75-79,Male,M,79,36331,217.4
,Colon and Rectum,21041-21052,Kansas,20,2019,2019,80-84 years,80-84,Male,M,54,23789,227
,Colon and Rectum,21041-21052,Kansas,20,2019,2019,85+ years,85+,Male,M,56,23180,241.6
,Colon and Rectum,21041-21052,Kentucky,21,2019,2019,40-44 years,40-44,Male,M,34,135027,25.2
,Colon and Rectum,21041-21052,Kentucky,21,2019,2019,45-49 years,45-49,Male,M,73,139582,52.3
,Colon and Rectum,21041-21052,Kentucky,21,2019,2019,50-54 years,50-54,Male,M,130,139402,93.3
,Colon and Rectum,21041-21052,Kentucky,21,2019,2019,55-59 years,55-59,Male,M,159,148487,107.1
,Colon and Rectum,21041-21052,Kentucky,21,2019,2019,60-64 years ,60-64,Male,M,214,139014,153.9
,Colon and Rectum,21041-21052,Kentucky,21,2019,2019,65-69 years,65-69,Male,M,225,117229,191.9
,Colon and Rectum,21041-21052,Kentucky,21,2019,2019,70-74 years,70-74,Male,M,159,92351,172.2
,Colon and Rectum,21041-21052,Kentucky,21,2019,2019,75-79 years,75-79,Male,M,166,59417,279.4
,Colon and Rectum,21041-21052,Kentucky,21,2019,2019,80-84 years,80-84,Male,M,90,35964,250.3
,Colon and Rectum,21041-21052,Kentucky,21,2019,2019,85+ years,85+,Male,M,74,27963,264.6
,Colon and Rectum,21041-21052,Louisiana,22,2019,2019,35-39 years,35-39,Male,M,25,155415,16.1
,Colon and Rectum,21041-21052,Louisiana,22,2019,2019,40-44 years,40-44,Male,M,45,135440,33.2
,Colon and Rectum,21041-21052,Louisiana,22,2019,2019,45-49 years,45-49,Male,M,71,131978,53.8
