Notes,Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Year,Year Code,Age Groups,Age Groups Code,Sex,Sex Code,Count
,Brain and Other Nervous System,31010-31040,North Carolina,37,2019,2019,70-74 years,70-74,Male,M,42
,Brain and Other Nervous System,31010-31040,North Carolina,37,2019,2019,75-79 years,75-79,Female,F,38
,Brain and Other Nervous System,31010-31040,North Carolina,37,2019,2019,75-79 years,75-79,Male,M,31
,Brain and Other Nervous System,31010-31040,North Carolina,37,2019,2019,80-84 years,80-84,Female,F,19
,Brain and Other Nervous System,31010-31040,North Carolina,37,2019,2019,80-84 years,80-84,Male,M,18
,Brain and Other Nervous System,31010-31040,North Carolina,37,2019,2019,85+ years,85+,Female,F,24
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,1-4 years,01. Apr,Female,F,16
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,1-4 years,01. Apr,Male,M,18
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,5-9 years,05. Sep,Female,F,17
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,25-29 years,25-29,Male,M,18
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,30-34 years,30-34,Male,M,22
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,35-39 years,35-39,Male,M,23
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,40-44 years,40-44,Male,M,21
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,45-49 years,45-49,Female,F,19
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,45-49 years,45-49,Male,M,21
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,50-54 years,50-54,Female,F,37
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,50-54 years,50-54,Male,M,32
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,55-59 years,55-59,Female,F,39
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,55-59 years,55-59,Male,M,54
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,60-64 years ,60-64,Female,F,53
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,60-64 years ,60-64,Male,M,59
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,65-69 years,65-69,Female,F,47
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,65-69 years,65-69,Male,M,47
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,70-74 years,70-74,Female,F,39
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,70-74 years,70-74,Male,M,54
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,75-79 years,75-79,Female,F,34
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,75-79 years,75-79,Male,M,46
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,80-84 years,80-84,Female,F,23
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,80-84 years,80-84,Male,M,28
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,85+ years,85+,Female,F,20
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,85+ years,85+,Male,M,16
,Brain and Other Nervous System,31010-31040,Oklahoma,40,2019,2019,60-64 years ,60-64,Male,M,16
,Brain and Other Nervous System,31010-31040,Oklahoma,40,2019,2019,65-69 years,65-69,Female,F,19
,Brain and Other Nervous System,31010-31040,Oklahoma,40,2019,2019,70-74 years,70-74,Male,M,21
,Brain and Other Nervous System,31010-31040,Oregon,41,2019,2019,55-59 years,55-59,Male,M,18
,Brain and Other Nervous System,31010-31040,Oregon,41,2019,2019,70-74 years,70-74,Female,F,21
,Brain and Other Nervous System,31010-31040,Oregon,41,2019,2019,70-74 years,70-74,Male,M,25
,Brain and Other Nervous System,31010-31040,Oregon,41,2019,2019,75-79 years,75-79,Male,M,19
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,1-4 years,01. Apr,Female,F,18
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,30-34 years,30-34,Female,F,20
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,30-34 years,30-34,Male,M,19
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,35-39 years,35-39,Female,F,16
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,35-39 years,35-39,Male,M,18
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,45-49 years,45-49,Female,F,19
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,45-49 years,45-49,Male,M,29
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,50-54 years,50-54,Male,M,42
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,55-59 years,55-59,Female,F,35
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,55-59 years,55-59,Male,M,65
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,60-64 years ,60-64,Female,F,40
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,60-64 years ,60-64,Male,M,72
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,65-69 years,65-69,Female,F,58
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,65-69 years,65-69,Male,M,55
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,70-74 years,70-74,Female,F,63
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,70-74 years,70-74,Male,M,70
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,75-79 years,75-79,Female,F,45
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,75-79 years,75-79,Male,M,44
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,80-84 years,80-84,Female,F,31
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,80-84 years,80-84,Male,M,31
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,85+ years,85+,Female,F,42
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,85+ years,85+,Male,M,32
,Brain and Other Nervous System,31010-31040,South Carolina,45,2019,2019,55-59 years,55-59,Male,M,29
,Brain and Other Nervous System,31010-31040,South Carolina,45,2019,2019,60-64 years ,60-64,Male,M,28
,Brain and Other Nervous System,31010-31040,South Carolina,45,2019,2019,65-69 years,65-69,Female,F,18
,Brain and Other Nervous System,31010-31040,South Carolina,45,2019,2019,65-69 years,65-69,Male,M,32
,Brain and Other Nervous System,31010-31040,South Carolina,45,2019,2019,70-74 years,70-74,Female,F,23
,Brain and Other Nervous System,31010-31040,South Carolina,45,2019,2019,70-74 years,70-74,Male,M,34
,Brain and Other Nervous System,31010-31040,South Carolina,45,2019,2019,75-79 years,75-79,Male,M,18
,Brain and Other Nervous System,31010-31040,Tennessee,47,2019,2019,50-54 years,50-54,Male,M,19
,Brain and Other Nervous System,31010-31040,Tennessee,47,2019,2019,55-59 years,55-59,Male,M,29
,Brain and Other Nervous System,31010-31040,Tennessee,47,2019,2019,60-64 years ,60-64,Female,F,16
,Brain and Other Nervous System,31010-31040,Tennessee,47,2019,2019,60-64 years ,60-64,Male,M,33
,Brain and Other Nervous System,31010-31040,Tennessee,47,2019,2019,65-69 years,65-69,Female,F,21
,Brain and Other Nervous System,31010-31040,Tennessee,47,2019,2019,65-69 years,65-69,Male,M,33
,Brain and Other Nervous System,31010-31040,Tennessee,47,2019,2019,70-74 years,70-74,Female,F,31
,Brain and Other Nervous System,31010-31040,Tennessee,47,2019,2019,70-74 years,70-74,Male,M,33
,Brain and Other Nervous System,31010-31040,Tennessee,47,2019,2019,75-79 years,75-79,Female,F,16
,Brain and Other Nervous System,31010-31040,Tennessee,47,2019,2019,75-79 years,75-79,Male,M,18
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,1-4 years,01. Apr,Female,F,23
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,1-4 years,01. Apr,Male,M,33
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,5-9 years,05. Sep,Female,F,30
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,5-9 years,05. Sep,Male,M,23
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,10-14 years,Oct 14,Female,F,20
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,10-14 years,Oct 14,Male,M,24
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,15-19 years,15-19,Female,F,24
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,15-19 years,15-19,Male,M,22
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,20-24 years,20-24,Male,M,23
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,25-29 years,25-29,Female,F,21
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,25-29 years,25-29,Male,M,30
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,30-34 years,30-34,Female,F,22
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,30-34 years,30-34,Male,M,34
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,35-39 years,35-39,Female,F,40
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,35-39 years,35-39,Male,M,32
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,40-44 years,40-44,Female,F,34
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,40-44 years,40-44,Male,M,42
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,45-49 years,45-49,Female,F,45
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,45-49 years,45-49,Male,M,72
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,50-54 years,50-54,Female,F,56
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,50-54 years,50-54,Male,M,73
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,55-59 years,55-59,Female,F,54
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,55-59 years,55-59,Male,M,84
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,60-64 years ,60-64,Female,F,66
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,60-64 years ,60-64,Male,M,100
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,65-69 years,65-69,Female,F,82
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,65-69 years,65-69,Male,M,117
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,70-74 years,70-74,Female,F,79
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,70-74 years,70-74,Male,M,97
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,75-79 years,75-79,Female,F,56
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,75-79 years,75-79,Male,M,80
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,80-84 years,80-84,Female,F,32
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,80-84 years,80-84,Male,M,46
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,85+ years,85+,Female,F,48
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,85+ years,85+,Male,M,38
,Brain and Other Nervous System,31010-31040,Virginia,51,2019,2019,40-44 years,40-44,Male,M,16
,Brain and Other Nervous System,31010-31040,Virginia,51,2019,2019,50-54 years,50-54,Male,M,36
,Brain and Other Nervous System,31010-31040,Virginia,51,2019,2019,55-59 years,55-59,Female,F,20
,Brain and Other Nervous System,31010-31040,Virginia,51,2019,2019,55-59 years,55-59,Male,M,31
,Brain and Other Nervous System,31010-31040,Virginia,51,2019,2019,60-64 years ,60-64,Female,F,19
,Brain and Other Nervous System,31010-31040,Virginia,51,2019,2019,60-64 years ,60-64,Male,M,41
,Brain and Other Nervous System,31010-31040,Virginia,51,2019,2019,65-69 years,65-69,Female,F,35
,Brain and Other Nervous System,31010-31040,Virginia,51,2019,2019,65-69 years,65-69,Male,M,30
,Brain and Other Nervous System,31010-31040,Virginia,51,2019,2019,70-74 years,70-74,Male,M,28
,Brain and Other Nervous System,31010-31040,Virginia,51,2019,2019,75-79 years,75-79,Male,M,23
,Brain and Other Nervous System,31010-31040,Virginia,51,2019,2019,80-84 years,80-84,Male,M,16
,Brain and Other Nervous System,31010-31040,Virginia,51,2019,2019,85+ years,85+,Male,M,20
,Brain and Other Nervous System,31010-31040,Washington,53,2019,2019,50-54 years,50-54,Female,F,16
,Brain and Other Nervous System,31010-31040,Washington,53,2019,2019,50-54 years,50-54,Male,M,22
,Brain and Other Nervous System,31010-31040,Washington,53,2019,2019,55-59 years,55-59,Female,F,20
,Brain and Other Nervous System,31010-31040,Washington,53,2019,2019,55-59 years,55-59,Male,M,35
,Brain and Other Nervous System,31010-31040,Washington,53,2019,2019,60-64 years ,60-64,Female,F,30
,Brain and Other Nervous System,31010-31040,Washington,53,2019,2019,60-64 years ,60-64,Male,M,47
,Brain and Other Nervous System,31010-31040,Washington,53,2019,2019,65-69 years,65-69,Female,F,28
,Brain and Other Nervous System,31010-31040,Washington,53,2019,2019,65-69 years,65-69,Male,M,40
,Brain and Other Nervous System,31010-31040,Washington,53,2019,2019,70-74 years,70-74,Female,F,32
,Brain and Other Nervous System,31010-31040,Washington,53,2019,2019,70-74 years,70-74,Male,M,46
,Brain and Other Nervous System,31010-31040,Washington,53,2019,2019,75-79 years,75-79,Female,F,18
,Brain and Other Nervous System,31010-31040,Washington,53,2019,2019,75-79 years,75-79,Male,M,30
,Brain and Other Nervous System,31010-31040,Washington,53,2019,2019,80-84 years,80-84,Male,M,22
,Brain and Other Nervous System,31010-31040,Wisconsin,55,2019,2019,50-54 years,50-54,Male,M,16
,Brain and Other Nervous System,31010-31040,Wisconsin,55,2019,2019,55-59 years,55-59,Female,F,16
,Brain and Other Nervous System,31010-31040,Wisconsin,55,2019,2019,55-59 years,55-59,Male,M,35
,Brain and Other Nervous System,31010-31040,Wisconsin,55,2019,2019,60-64 years ,60-64,Female,F,18
,Brain and Other Nervous System,31010-31040,Wisconsin,55,2019,2019,60-64 years ,60-64,Male,M,33
,Brain and Other Nervous System,31010-31040,Wisconsin,55,2019,2019,65-69 years,65-69,Female,F,28
,Brain and Other Nervous System,31010-31040,Wisconsin,55,2019,2019,65-69 years,65-69,Male,M,39
,Brain and Other Nervous System,31010-31040,Wisconsin,55,2019,2019,70-74 years,70-74,Male,M,30
,Brain and Other Nervous System,31010-31040,Wisconsin,55,2019,2019,75-79 years,75-79,Male,M,25
,Brain and Other Nervous System,31010-31040,Wisconsin,55,2019,2019,80-84 years,80-84,Male,M,18
,Breast,26000,Alabama,1,2019,2019,25-29 years,25-29,Female,F,25
,Breast,26000,Alabama,1,2019,2019,30-34 years,30-34,Female,F,40
,Breast,26000,Alabama,1,2019,2019,35-39 years,35-39,Female,F,91
,Breast,26000,Alabama,1,2019,2019,40-44 years,40-44,Female,F,207
,Breast,26000,Alabama,1,2019,2019,45-49 years,45-49,Female,F,322
,Breast,26000,Alabama,1,2019,2019,50-54 years,50-54,Female,F,400
,Breast,26000,Alabama,1,2019,2019,55-59 years,55-59,Female,F,452
,Breast,26000,Alabama,1,2019,2019,60-64 years ,60-64,Female,F,584
,Breast,26000,Alabama,1,2019,2019,65-69 years,65-69,Female,F,622
,Breast,26000,Alabama,1,2019,2019,70-74 years,70-74,Female,F,545
,Breast,26000,Alabama,1,2019,2019,75-79 years,75-79,Female,F,368
,Breast,26000,Alabama,1,2019,2019,80-84 years,80-84,Female,F,266
,Breast,26000,Alabama,1,2019,2019,85+ years,85+,Female,F,176
,Breast,26000,Alaska,2,2019,2019,40-44 years,40-44,Female,F,31
,Breast,26000,Alaska,2,2019,2019,45-49 years,45-49,Female,F,42
,Breast,26000,Alaska,2,2019,2019,50-54 years,50-54,Female,F,48
,Breast,26000,Alaska,2,2019,2019,55-59 years,55-59,Female,F,71
,Breast,26000,Alaska,2,2019,2019,60-64 years ,60-64,Female,F,73
,Breast,26000,Alaska,2,2019,2019,65-69 years,65-69,Female,F,88
,Breast,26000,Alaska,2,2019,2019,70-74 years,70-74,Female,F,67
,Breast,26000,Alaska,2,2019,2019,75-79 years,75-79,Female,F,38
,Breast,26000,Arizona,4,2019,2019,25-29 years,25-29,Female,F,28
,Breast,26000,Arizona,4,2019,2019,30-34 years,30-34,Female,F,58
,Breast,26000,Arizona,4,2019,2019,35-39 years,35-39,Female,F,115
,Breast,26000,Arizona,4,2019,2019,40-44 years,40-44,Female,F,236
,Breast,26000,Arizona,4,2019,2019,45-49 years,45-49,Female,F,361
,Breast,26000,Arizona,4,2019,2019,50-54 years,50-54,Female,F,445
,Breast,26000,Arizona,4,2019,2019,55-59 years,55-59,Female,F,570
,Breast,26000,Arizona,4,2019,2019,60-64 years ,60-64,Female,F,705
,Breast,26000,Arizona,4,2019,2019,65-69 years,65-69,Female,F,844
,Breast,26000,Arizona,4,2019,2019,65-69 years,65-69,Male,M,18
,Breast,26000,Arizona,4,2019,2019,70-74 years,70-74,Female,F,757
,Breast,26000,Arizona,4,2019,2019,75-79 years,75-79,Female,F,535
,Breast,26000,Arizona,4,2019,2019,80-84 years,80-84,Female,F,326
,Breast,26000,Arizona,4,2019,2019,85+ years,85+,Female,F,252
,Breast,26000,Arkansas,5,2019,2019,30-34 years,30-34,Female,F,19
,Breast,26000,Arkansas,5,2019,2019,35-39 years,35-39,Female,F,55
,Breast,26000,Arkansas,5,2019,2019,40-44 years,40-44,Female,F,101
,Breast,26000,Arkansas,5,2019,2019,45-49 years,45-49,Female,F,173
,Breast,26000,Arkansas,5,2019,2019,50-54 years,50-54,Female,F,217
,Breast,26000,Arkansas,5,2019,2019,55-59 years,55-59,Female,F,289
,Breast,26000,Arkansas,5,2019,2019,60-64 years ,60-64,Female,F,327
,Breast,26000,Arkansas,5,2019,2019,65-69 years,65-69,Female,F,396
,Breast,26000,Arkansas,5,2019,2019,70-74 years,70-74,Female,F,367
,Breast,26000,Arkansas,5,2019,2019,75-79 years,75-79,Female,F,269
,Breast,26000,Arkansas,5,2019,2019,80-84 years,80-84,Female,F,164
,Breast,26000,Arkansas,5,2019,2019,85+ years,85+,Female,F,124
,Breast,26000,California,6,2019,2019,20-24 years,20-24,Female,F,21
,Breast,26000,California,6,2019,2019,25-29 years,25-29,Female,F,145
,Breast,26000,California,6,2019,2019,30-34 years,30-34,Female,F,408
,Breast,26000,California,6,2019,2019,35-39 years,35-39,Female,F,849
,Breast,26000,California,6,2019,2019,40-44 years,40-44,Female,F,1649
,Breast,26000,California,6,2019,2019,45-49 years,45-49,Female,F,2441
